시군명,사업장명,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,폐업일자,소재지시설전화번호,소재지면적정보,도로명우편번호,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도,업태구분명정보,X좌표값,Y좌표값,축산업무구분명,축산고유번호,권리주체일련번호
성남시,비전FLC,20130221,,0002,폐업,20150615,031-709-0240,76.85,13461,"경기도 성남시 분당구 산운로160번길 20-6, 지층 (운중동)",경기도 성남시 분당구 운중동 970-7번지 지층,13461,37.3925598,127.0787459,,206908.686221544,432286.055095099,동물병원,,000
성남시,아마존동물병원,20030513,,0002,폐업,20041222,,0,,"경기도 성남시 분당구 황새울로360번길 35 102호 (서현동,서현현대프라자)",경기도 성남시 분당구 서현동 246-6   번지 현대플라자 102호,13591,37.3848359,127.1246267,,,,동물병원,,000
성남시,서현동물병원,20011201,,0002,폐업,20040105,751-9725,0,,경기도 성남시 중원구 성남대로 1108 (하대원동),경기도 성남시 중원구 하대원동 100-3   번지,13385,37.4286100,127.1300980,,,,동물병원,,000
성남시,도그랜드,20030213,,0002,폐업,20150914,716-7975,0,,경기도 성남시 분당구 백현로101번길 16 (수내동),경기도 성남시 분당구 수내동 19-3번지,13595,37.3769187,127.1126574,,209928.434727344,430567.943405586,동물병원,,000
성남시,태평역동물병원,20070124,,0002,폐업,20120703,758-3119,0,,"경기도 성남시 수정구 성남대로 1238, 104호 (태평동)",경기도 성남시 수정구 태평동 6513번지 104호,13311,37.4402711,127.1281289,,211273.094506789,437585.452644976,동물병원,,000
성남시,분당엘동물병원,20181220,,0002,폐업,20190610,031-713-7975,,13559,"경기도 성남시 분당구 성남대로 275, A동 1층 (정자동, 삼성아데나팰리스아파트)",경기도 성남시 분당구 정자동 169-1번지 삼성아데나팰리스아파트 ,13559,37.3607862,127.1074980,,209456.999378587    ,428761.682082442    ,동물병원,,000
성남시,희망동물병원,20030409,,0002,폐업,20070801,735-3512,0,,경기도 성남시 중원구 산성대로 322-2 (중앙동),경기도 성남시 중원구 중앙동 443번지,13247,37.4420816,127.1519073,,213377.889369896,437788.614694426,동물병원,,000
성남시,한솔동물병원,20010727,,0002,폐업,20060208,,0,,경기도 성남시 수정구 수정로 290 (신흥동),경기도 성남시 수정구 신흥동 923-1   번지,13262,37.4501877,127.1469847,,,,동물병원,,000
성남시,정자펫플러스 동물병원,20041129,,0002,폐업,20051010,711-8392,0,,경기도 성남시 분당구 정자일로 220 (정자동),경기도 성남시 분당구 정자동 14-1   번지,13555,37.3695630,127.1064377,,,,동물병원,,000
성남시,태평 동물병원,20081203,,0002,폐업,20110111,031-755-9429,0,,경기도 성남시 수정구 탄리로 88-2 (태평동),경기도 성남시 수정구 태평동 3474번지,13291,37.4436869,127.1355137,,211927.015568608,437967.873831456,동물병원,,000
성남시,모아 동물병원,20201118,,0002,폐업,20220207,031-733-2010,0,13260,"경기도 성남시 수정구 수정로 291, 포레스티아 서문상가 1층 101호 (신흥동)",경기도 성남시 수정구 신흥동 6953 ,13260,37.4510848316,127.1471706419,,,,동물병원,0,000
성남시,24시UD동물병원,20140103,,0002,폐업,20170113,031-721-2423,,13327,경기도 성남시 수정구 수정로 110 (수진동),경기도 성남시 수정구 수진동 53번지,13327,37.4408610,127.1325708,,211667.538113644,437651.304674618,동물병원,,000
성남시,애니스동물병원,20031216,,0002,폐업,20120612,713-9981,0,,경기도 성남시 분당구 미금로 48 (구미동),경기도 성남시 분당구 구미동 205-1   번지,13626,37.3377570,127.1164936,,,,동물병원,,000
성남시,캐비어동물병원 본원,20030731,,0002,폐업,20050520,741-1799,0,,경기도 성남시 중원구 산성대로 430 (금광동),경기도 성남시 중원구 금광동 4614번지,13170,37.4499104,127.1595399,,214052.734132851,438660.232859687,동물병원,,000
성남시,닥터독 동물병원,20160411,,0002,폐업,20160816,031-723-9567,0,13385,"경기도 성남시 중원구 성남대로 1108, 101호 (하대원동, 와이엠프라젠)",경기도 성남시 중원구 하대원동 100-3번지,13385,37.4286100,127.1300980,,211449.279485198,436292.223042642,동물병원,,000
성남시,행복이 있는 동물병원 정자점,20110225,,0002,폐업,20160531,718-8276,0,13604,"경기도 성남시 분당구 불곡로 4, 104호 (정자동, 리더스플라자)",경기도 성남시 분당구 정자동 219-3번지 리더스플라자 104호,13604,37.3593390,127.1228810,,210821.835896495,428601.909355725,동물병원,,000
성남시,제일동물병원,20030820,,0002,폐업,20050104,031-758-2962,0,,경기도 성남시 중원구 둔촌대로 100 (하대원동),경기도 성남시 중원구 하대원동 100번지,13385,37.4291958,127.1299634,,211436.738423486,436357.972545341,동물병원,,000
성남시,건국종합 동물병원,20060508,,0002,폐업,20180202,752-4113,0,,경기도 성남시 중원구 시민로 117 (성남동),경기도 성남시 중원구 성남동 2026번지,13358,37.4386393,127.1449625,,212762.829395231,437407.117634403,동물병원,,000
성남시,태평역 동물병원,20120706,,0002,폐업,,758-3119,38.3,13311,"경기도 성남시 수정구 성남대로 1238, 104호 (태평동, 삼능스페이스향)",경기도 성남시 수정구 태평동 6513번지 삼능스페이스향 104호,13311,37.4402711755,127.1281289843,,211273.094506789    ,437585.452644976    ,동물병원,,000
성남시,튼튼동물병원,20100320,,0002,폐업,,704-7582,0,13522,"경기도 성남시 분당구 판교로 443, 중앙퍼지마트 101호 (야탑동)",경기도 성남시 분당구 야탑동 533-7번지 중앙퍼지마트 101호,13522,37.4057346565,127.1231239481,,210829.738772429    ,433746.144125071    ,동물병원,,000
성남시,페미팻동물병원,20040107,,0002,폐업,20050201,732-6119,0,,경기도 성남시 중원구 산성대로 346 (중앙동),경기도 성남시 중원구 중앙동 149번지,13248,37.4435283,127.1549273,,213645.048175871,437950.634245052,동물병원,,000
성남시,현대동물병원,20010303,,0002,폐업,20120322,718-7282,0,,경기도 성남시 분당구 성남대로 30 (구미동),경기도 성남시 분당구 구미동 185-5번지,13637,37.3383132,127.1093852,,209626.917756254,426267.516779548,동물병원,,000
성남시,서울동물병원,20020712,,0002,폐업,20041123,741-8119,0,,경기도 성남시 중원구 희망로 442 (금광동),경기도 성남시 중원구 금광동 7번지,13180,37.4443266,127.1577315,,213893.624911779,438041.173983934,동물병원,,000
성남시,패미페츠동물병원(성남점),20030613,,0002,폐업,20040105,732-6119,0,,경기도 성남시 중원구 산성대로 346 (중앙동),경기도 성남시 중원구 중앙동 149번지,13248,37.4435283,127.1549273,,213645.048175871,437950.634245052,동물병원,,L00
성남시,태평동물병원,20040903,,0002,폐업,20050809,755-9429,0,,,경기도 성남시 수정구 태평동 4373-3   번지,13298,37.4466033,127.1298798,,,,동물병원,,000
성남시,우리들,20080403,,0002,폐업,20090629,735-7512,0,,경기도 성남시 중원구 산성대로 322-2 (중앙동),경기도 성남시 중원구 중앙동 443번지,13247,37.4420816,127.1519073,,213377.889369896,437788.614694426,동물병원,,000
성남시,마루한 동물병원,20040707,,0002,폐업,20191202,717-0133,0,13599,"경기도 성남시 분당구 내정로166번길 7-3, 서기빌딩 101호 (수내동)",경기도 성남시 분당구 수내동 58-4번지 서기빌딩 101호,13599,37.3732806368,127.1199905254,,210562.079499972    ,430150.815554424    ,동물병원,,000
성남시,동물병원루니,20130318,,0002,폐업,,719-9545,203.85,13618,"경기도 성남시 분당구 미금로 251, 112,201,202,203호 (금곡동, 성원상가)","경기도 성남시 분당구 금곡동 143번지 성원상가1,2층",13618,37.3523685,127.1100709,,209687.824618329,427827.341314094,동물병원,,000
성남시,초이동물병원,19910611,,0002,폐업,20120814,758-7776,0,,경기도 성남시 수정구 시민로 159 (신흥동),경기도 성남시 수정구 신흥동 5168번지,13340,37.4422457,127.1429919,,212589.306526591,437807.158350945,동물병원,,000
성남시,㈜비전 에프엘씨,20100422,,0002,폐업,20120621,031-709-0240,0,,"경기도 성남시 중원구 도촌남로 33, 206호 (도촌동,세일프라자)",경기도 성남시 중원구 도촌동 567번지 세일프라자 206호,13426,37.4144759,127.1510958,,213310.017222051,434727.130450288,동물병원,,L00
성남시,분당엘동물메디컬센터,20170518,,0002,폐업,20181219,031-713-7975,,13559,"경기도 성남시 분당구 성남대로 275, 101호 (정자동, 삼성아데나팰리스아파트)",경기도 성남시 분당구 정자동 169-1번지 ,13559,37.3607862,127.1074980,,209456.999378587    ,428761.682082442    ,동물병원,,000
성남시,서울동물병원,20030116,,0002,폐업,20131230,721-2423,0,,경기도 성남시 수정구 수정로 110 (수진동),경기도 성남시 수정구 수진동 53번지,13327,37.4408610,127.1325708,,211667.538113644,437651.304674618,동물병원,,000
성남시,교보 동물병원,20110407,,0002,폐업,20150302,031-755-9429,0,,경기도 성남시 수정구 수정로 139 (태평동),경기도 성남시 수정구 태평동 3502번지,13305,37.4421912,127.1355450,,211928.614366449,437799.866966655,동물병원,,000
성남시,패미폐츠동물병원,20020724,,0002,폐업,20030609,732-6119,0,,경기도 성남시 중원구 산성대로 346 (중앙동),경기도 성남시 중원구 중앙동 149번지,13248,37.4435283,127.1549273,,213645.048175871,437950.634245052,동물병원,,000
성남시,동물사랑동물병원,20041104,,0002,폐업,20151126,713-0038,0,13555,"경기도 성남시 분당구 정자일로 230, 115호 (정자동, 동양파라곤 상가3단지)",경기도 성남시 분당구 정자동 13-1번지 동양파라곤 상가3단지 115호,13555,37.3704731,127.1064389,,209363.231473471,429838.309128475,동물병원,,000
성남시,미금동물병원,19990325,,0002,폐업,20111028,717-8558,0,,"경기도 성남시 분당구 돌마로 68, 103호 (구미동,분당프라자)",경기도 성남시 분당구 구미동 23-1번지 분당프라자 103호,13627,37.3495668,127.1094913,,209634.838106536,427516.500850969,동물병원,,000
성남시,정든 동물병원,19981226,,0002,폐업,20080402,711-0711,0,,"경기도 성남시 분당구 불정로 119, 103호 (정자동,정든마을 한신상가 )",경기도 성남시 분당구 정자동 193번지 정든마을 한신상가  103호,13602,37.3601730,127.1177916,,210369.988419519,428696.376549325,동물병원,,000
성남시,동물병원 돌봄,20150731,,0002,폐업,20170331,8016-5559,,13473,"경기도 성남시 분당구 서판교로 160, 101호 (판교동)",경기도 성남시 분당구 판교동 497번지,13473,37.4001980,127.0947456,,208324.048573148,433133.481483169,동물병원,,000
성남시,펫플러스 동물병원,20070803,,0002,폐업,20070820,711-8392,0,,"경기도 성남시 분당구 느티로 16, 117호 (정자동,젤존타워)",경기도 성남시 분당구 정자동 17-1번지 젤존타워 117호,13558,37.3680855,127.1062437,,209344.872072563,429572.831324256,동물병원,,000
성남시,효자동물병원,20040108,,0002,폐업,20101231,781-7525,0,,경기도 성남시 분당구 장안로 39 (분당동),경기도 성남시 분당구 분당동 90-1   번지,13583,37.3703628,127.1434000,,,,동물병원,,000
성남시,행복이 있는 동물병원(정자점),20101105,,0002,폐업,20110224,,0,,"경기도 성남시 분당구 불곡로 4 104호 (정자동,리더스프라자)",경기도 성남시 분당구 정자동 219-3   번지 리더스플라자 104호,13604,37.3593390,127.1228810,,,,동물병원,,000
성남시,모란동물병원,19880708,,0002,폐업,20120814,752-7779,0,13365,경기도 성남시 중원구 성남대로1130번길 3 (성남동),경기도 성남시 중원구 성남동 3504번지,13365,37.4306647,127.1297964,,211422.538117737,436518.612092878,동물병원,,000
성남시,정 동물병원,20120309,,0002,폐업,20130731,031-722-6278,40.69,13288,경기도 성남시 수정구 탄리로 114-1 (태평동),경기도 성남시 수정구 태평동 499번지 61통,13284,37.4494988,127.1350719,,211883.247022869,438610.72484187,동물병원,,000
성남시,해피챠피 동물병원,20080403,,0002,폐업,20100210,704-1676,0,,경기도 성남시 분당구 야탑로111번길 5-1 (야탑동),경기도 성남시 분당구 야탑동 368-7번지,13505,37.4099404,127.1309022,,211524.417400644,434220.015207004,동물병원,,000
성남시,양지동물병원,20050527,,0002,폐업,20200828,714-4119,0,13597,"경기도 성남시 분당구 내정로165번길 50, 209호 (수내동, 크리스탈빌딩)",경기도 성남시 분당구 수내동 33-1 크리스탈빌딩 209호,13597,37.3771093399,127.1154850154,,210158.302515869    ,430570.23576824     ,동물병원,,000
성남시,한사랑동물병원,20030308,,0002,폐업,20180405,746-9725,0,,경기도 성남시 중원구 금상로 74 (상대원동),경기도 성남시 중원구 상대원동 2314번지,13232,37.4412461,127.1637593,,214427.515016119,437697.974959472,동물병원,,000
성남시,탑동물병원,20020413,,0002,폐업,20160302,703-7582,0,,경기도 성남시 분당구 성남대로925번길 19 (야탑동),경기도 성남시 분당구 야탑동 352-1번지,13497,37.4119995,127.1262972,,211116.41205637,434446.629367517,동물병원,,000
성남시,희망동물병원,20000622,,0002,폐업,20030407,735-7512,0,,경기도 성남시 중원구 산성대로 322-2 (중앙동),경기도 성남시 중원구 중앙동 443번지,13247,37.4420816,127.1519073,,213377.889369896,437788.614694426,동물병원,,000
성남시,이동훈동물병원,19960127,,0002,폐업,20090310,741-8519,0,,"경기도 성남시 중원구 희망로 312 (상대원동,1층)",경기도 성남시 중원구 상대원동 1977번지 1층,13225,37.4339989,127.1594276,,214044.734937774,436892.658958017,동물병원,,000
성남시,캐비어 동물병원,19961001,,0002,폐업,20040105,741-1799,0,,경기도 성남시 중원구 시민로118번길 48 (중앙동),경기도 성남시 중원구 중앙동 745번지,13246,37.4407779,127.1497125,,213184.522973599,437643.561140352,동물병원,,000
성남시,태평동물병원,20070817,,0002,폐업,20080707,755-9429,0,,경기도 성남시 수정구 탄리로 94 (태평동),경기도 성남시 수정구 태평동 3469번지,13291,37.4441647,127.1352886,,211906.423181217,438019.346426453,동물병원,,000
성남시,푸른동물병원,20050829,,0002,폐업,20051109,709-5847,0,,경기도 성남시 분당구 불정로420번길 12 (서현동),경기도 성남시 분당구 서현동 334-9   번지,13578,37.3756729,127.1407906,,,,동물병원,,000
성남시,고려동물병원,20010303,,0002,폐업,20041207,735-1942,0,,경기도 성남시 수정구 시민로 146 (신흥동),경기도 성남시 수정구 신흥동 3777번지,13352,37.4411362,127.1439842,,212675.817130667,437685.299654938,동물병원,,000
성남시,에버펫동물병원,20160831,,0002,폐업,20200730,759-0075,139.16,13642,"경기도 성남시 수정구 위례순환로4길 36, 101호 (창곡동)",경기도 성남시 수정구 창곡동 523-2 101호,13642,37.4697122618,127.1489038360,,213102              ,440849              ,동물병원,,000
성남시,태평역동물병원,20060213,,0002,폐업,20070116,758-3119,0,,경기도 성남시 수정구 성남대로 1238 (태평동),경기도 성남시 수정구 태평동 6513,13311,37.4402711,127.1281289,,,,동물병원,,000
성남시,블루힐 동물병원,19980513,,0002,폐업,20070718,718-8275,0,,"경기도 성남시 분당구 황새울로258번길 43 (수내동,현대수내프라자)",경기도 성남시 분당구 수내동 6-9   번지 현대수내프라자,13595,37.3782496,127.1154368,,,,동물병원,,000
성남시,구미동물병원,19990213,,0002,폐업,20031202,713-9981,0,,"경기도 성남시 분당구 미금로 48, 102호 (구미동,오성플라자)",경기도 성남시 분당구 구미동 205-1번지 오성플라자 102호,13626,37.3377570,127.1164936,,210257.696972908,426206.804268634,동물병원,,000
성남시,건국동물병원,20070816,,0002,폐업,20090629,721-4111,0,,경기도 성남시 수정구 수정로 131 (태평동),경기도 성남시 수정구 태평동 3659번지,13305,37.4419670,127.1345954,,211845.273351037,437775.750764532,동물병원,,000
성남시,건국종합동물병원,20050722,,0002,폐업,20060504,752-4113,0,,경기도 성남시 중원구 시민로 117 (성남동),경기도 성남시 중원구 성남동 2026번지,13358,37.4386393,127.1449625,,212762.829395231,437407.117634403,동물병원,,000
성남시,함께 행복한 동물병원,20070723,,0002,폐업,20120220,718-8275,0,,,경기도 성남시 분당구 수내동 8-9   번지 수내프자자 315호,13595,37.3794481,127.1152919,,,,동물병원,,000
성남시,내사랑 동물병원,20090715,,0002,폐업,20171025,705-8275,0,,"경기도 성남시 분당구 중앙공원로40번길 8, 156동 (서현동,현대상가)",경기도 성남시 분당구 서현동 94번지 현대상가 156동,13589,37.3796402,127.1301507,,211462.754186616,430856.274957711,동물병원,,000
성남시,분당아마존동물병원,20080630,,0002,폐업,20190110,715-3575,0,13607,"경기도 성남시 분당구 내정로 58, 스포라이프 스포츠센타 107호 (정자동)",경기도 성남시 분당구 정자동 117-1번지 스포라이프 스포츠센타 107호,13607,37.3653113,127.1151579,,210134.637941368    ,429264.635322598    ,동물병원,,000
성남시,건국동물병원,20031009,,0002,폐업,20070809,721-4111,0,,경기도 성남시 수정구 수정로 127-1 (태평동),경기도 성남시 수정구 태평동 3669번지,13305,37.4418322,127.1342336,,211815.097436357,437758.610998164,동물병원,,000
성남시,판교두두 동물병원,20151022,,0002,폐업,20200131,707-7525,,13536,"경기도 성남시 분당구 판교역로 72, 상가동 101호 (백현동, 백현마을8단지아파트)",경기도 성남시 분당구 백현동 558번지 ,13536,37.3871388857,127.1097365152,,209652.151745185    ,431687.506130472    ,동물병원,,000
성남시,우리들동물병원,20070817,,0002,폐업,20080402,735-7512,0,,경기도 성남시 중원구 산성대로 322-2 (중앙동),경기도 성남시 중원구 중앙동 443번지,13247,37.4420816,127.1519073,,213377.889369896,437788.614694426,동물병원,,000
성남시,펫플러스 동물병원,20040129,,0002,폐업,20101111,714-8391,0,,경기도 성남시 분당구 불정로 266 (수내동),경기도 성남시 분당구 수내동 87-1번지,13601,37.3670288,127.1276346,,211239.634498391,429456.03659767,동물병원,,000
성남시,가온동물병원,20120126,,0002,폐업,20130301,757-0079,,13373,"경기도 성남시 중원구 둔촌대로 107-0, 2층 (성남동, 금호빌딩)",경기도 성남시 중원구 성남동 4103번지 금호빌딩 2층,13373,37.4295283,127.1308226,,211512.522111842,436393.940836495,동물병원,,000
성남시,동물병원루니,20170428,,0002,폐업,20181116,031-719-9545,203.85,13618,"경기도 성남시 분당구 미금로 251, 112,201,202,203호 (금곡동, 성원상가)",경기도 성남시 분당구 금곡동 143번지 ,13618,37.3523685,127.1100709,,209687.824618329    ,427827.341314094    ,동물병원,,000
성남시,상아동물병원,20050129,,0002,폐업,20070227,717-8823,0,,경기도 성남시 분당구 내정로166번길 43 (수내동),경기도 성남시 분당구 수내동 63-1번지,13599,37.3702867,127.1225485,,210790.640989766,429818.966474165,동물병원,,000
성남시,패미폐츠동물병원,20021207,,0002,폐업,20030415,781-7119,0,,경기도 성남시 분당구 서현로439번길 13 (분당동),경기도 성남시 분당구 분당동 103-9번지,13579,37.3748652,127.1456776,,212838.059068251,430329.424938234,동물병원,,000
성남시,다온동물병원,20140708,,0002,폐업,20160710,730-6182,,13201,경기도 성남시 중원구 갈마치로 322 (상대원동),경기도 성남시 중원구 상대원동 143-1번지,13201,37.4428031,127.1715145,,215112.974418427,437874.437702277,동물병원,,L00
성남시,펫플러스동물병원,20051013,,0002,폐업,20060905,711-8392,0,,"경기도 성남시 분당구 정자일로 220 104호 (정자동,동양파라곤상가2단지)",경기도 성남시 분당구 정자동 14-1   번지 동양파라곤상가 2단지 104호,13555,37.3695630,127.1064377,,,,동물병원,,000
성남시,(주)인트론바이오테크놀로지,20030117,,0002,폐업,20070425,031-730-7288,0,,경기도 성남시 중원구 사기막골로62번길 61 (상대원동),경기도 성남시 중원구 상대원동 358-11번지,13212,37.4345850,127.1783772,,215720.723541906,436960.387677915,동물병원,,L00
성남시,프로동물병원,20070913,,0002,폐업,20100920,701-5553,0,,"경기도 성남시 분당구 판교로 446 103호 (이매동,그린프라자)",경기도 성남시 분당구 이매동 131-8   번지 그린프라자  103호,13523,37.4050289,127.1232927,,,,동물병원,,000
성남시,라인 동물병원,20160428,,0002,폐업,20180816,711-6775,0,13562,"경기도 성남시 분당구 정자일로 100, 116호 (정자동, 미켈란쉐르빌)",경기도 성남시 분당구 정자동 180번지 미켈란쉐르빌 116호,13562,37.3590027,127.1069424,,209409.021126968,428565.151174027,동물병원,,000
수원시,칠보 동물병원,20040702,,0004,말소,,295-0079,30.8,,경기도 수원시 권선구 매실로69번길 18 (호매실동),경기도 수원시 권선구 호매실동 82-3 ,16395,37.2693901130,126.9579950272,,196201.358925763    ,418608.77050998     ,동물병원,,000
수원시,나루동물메디칼,20130930,,0000,정상,,031-243-0080,0,,경기도 수원시 장안구 팔달로 249 (영화동),경기도 수원시 장안구 영화동 328-5 ,16270,37.2886464914,127.0125052127,,201038.661085353    ,420738.45714373     ,동물병원,,000
수원시,김성록동물병원,20011127,,0000,정상,,031-297-2975,58.7,16417,경기도 수원시 장안구 서부로 2132 (율전동),경기도 수원시 장안구 율전동 288-6 ,16417,37.2986231284,126.9721713148,,197461.933557928    ,421847.853299083    ,동물병원,,000
수원시,나은동물병원,20090325,,0000,정상,,031-241-8575,85,16221,경기도 수원시 장안구 월드컵로 425-2 (연무동),경기도 수원시 장안구 연무동 258-7 ,16221,37.2934229676,127.0255957925,,202198.016044093    ,421270.468937524    ,동물병원,,000
수원시,한빛 동물병원,20030311,,0000,정상,,031-252-2119,41.61,16329,경기도 수원시 장안구 만석로19번길 29 (천천동),경기도 수원시 장안구 천천동 527-3 105호,16329,37.2966073155,126.9831297448,,198430.307000683    ,421626.501549042    ,동물병원,,000
수원시,효원동물병원,20090309,,0000,정상,,031-238-0075,77,16546,"경기도 수원시 영통구 권선로 805, 1층 (매탄동, 김정문알로에)",경기도 수원시 영통구 매탄동 1172-17 ,16546,37.2556716920,127.0390489745,,203394.19931393     ,417083.166819691    ,동물병원,,000
수원시,타임즈 동물의료센터,20151106,,0000,정상,,031-232-3500,682.43,16487,"경기도 수원시 팔달구 경수대로 486, 1,2,3층 (인계동)",경기도 수원시 팔달구 인계동 950-6 ,16487,37.2692845286,127.0280594268,,202420.113828298    ,418593.780276276    ,동물병원,0,000
수원시,레오동물병원,19940930,,0000,정상,,031-253-4313,121,16334,"경기도 수원시 장안구 정자천로 187 (정자동, 롯데프라자)",경기도 수원시 장안구 정자동 872-2 롯데프라자 206호,16334,37.2965613775,126.9954621899,,199375.325          ,421688.485          ,동물병원,,000
수원시,닥터김 동물병원,20170330,,0000,정상,,031-203-8277,41.59,16703,"경기도 수원시 영통구 봉영로 1623, 124호 (영통동, 드림피아빌딩)",경기도 수원시 영통구 영통동 958-1 124호,16703,37.2559223973,127.0747272211,,206556.351819145    ,417113.766621288    ,동물병원,,000
수원시,쿨펫동물병원 광교이마트점,20170601,,0000,정상,,031-211-7782,49.7,16226,"경기도 수원시 영통구 광교로 191, 3층 (이의동)",경기도 수원시 영통구 이의동 1240 ,16226,37.2963728697,127.0469017985,,204159.790089055    ,421622.575786236    ,동물병원,,000
수원시,조원 동물병원,20190118,,0000,정상,,031-244-7975,101.92,16282,"경기도 수원시 장안구 조원로 78, 1층 (조원동)",경기도 수원시 장안구 조원동 734-18 ,16282,37.3002922893,127.0168644317,,201423.573329208    ,422034.859002818    ,동물병원,,000
수원시,조은동물병원,20170411,,0000,정상,,031-242-7585,65.2,16443,"경기도 수원시 팔달구 화양로 21-2, 1층 (화서동)",경기도 수원시 팔달구 화서동 135-1 ,16443,37.2801922767,126.9976132266,,199711.952983895    ,419797.841776972    ,동물병원,,000
수원시,아이러브 동물병원,20130926,,0000,정상,,031-241-7551,118.18,16305,"경기도 수원시 장안구 송원로 69, 4층 (송죽동)",경기도 수원시 장안구 송죽동 506-3 ,16305,37.3012141993,127.0087118231,,200703.263369592    ,422135.736271527    ,동물병원,,000
수원시,참사랑동물병원,20070601,,0000,정상,,031-273-8875,0,16692,경기도 수원시 영통구 영통로 118 (망포동),경기도 수원시 영통구 망포동 559-5 델파빌딩 1층 ,16692,37.2383795903,127.0570802299,,204994.53345422     ,415167.566153538    ,동물병원,,000
수원시,서울경기양돈농협동물병원,20100830,,0000,정상,,031-295-7611,101.6,16423,경기도 수원시 팔달구 화산로 62 (화서동),경기도 수원시 팔달구 화서동 736 ,16423,37.2900970632,126.9846860525,,198571.682542293    ,420902.789106411    ,동물병원,,L00
수원시,연희동물병원,20111101,,0000,정상,,031-296-7875,54.7,16604,"경기도 수원시 권선구 금호로 236, 삼호빌딩 101호 (탑동)",경기도 수원시 권선구 탑동 759-7 삼호빌딩 101호,16604,37.2753571102,126.9759658523,,197796.942791679    ,419269.374489567    ,동물병원,,000
수원시,본 동물의료센터,20150804,,0000,정상,,031-248-8275,483.29,16310,"경기도 수원시 장안구 송정로 114, 본 동물의료센터 1,2(일부)층 (조원동)",경기도 수원시 장안구 조원동 675-2 본 동물의료센터 ,16310,37.2953778026,127.0098216349,,200796.151676277    ,421488.522982073    ,동물병원,0,000
수원시,정동물병원,20000721,,0000,정상,,031-239-7585,64.8,16491,경기도 수원시 팔달구 권광로 120 (인계동),경기도 수원시 팔달구 인계동 1135-7 ,16491,37.2583978295,127.0308677041,,202666.086710509    ,417385.021608885    ,동물병원,,000
수원시,원 동물병원,20040901,,0000,정상,,031-205-7900,33.4,16698,"경기도 수원시 영통구 덕영대로 1535, 현대프라자 111호 (영통동)",경기도 수원시 영통구 영통동 976-7 현대프라자 111호,16698,37.2462824054,127.0588380387,,205137.139135145    ,416040.882408738    ,동물병원,,000
수원시,24시삼성동물의료센터,20140924,,0000,정상,,031-206-7512,206.4,16698,경기도 수원시 영통구 덕영대로 1509 (영통동),경기도 수원시 영통구 영통동 979-4 ,16698,37.2461454235,127.0559523511,,204893.089110681    ,416027.58740846     ,동물병원,0,000
수원시,두리동물클리닉,20051011,,0000,정상,,031-221-2410,138.1,16458,경기도 수원시 팔달구 효원로 53 (매산로3가),경기도 수원시 팔달구 매산로3가 73-4 ,16458,37.2687934560,127.0092609049,,200753.91673544     ,418540.28448496     ,동물병원,,000
수원시,오아시스 정형외과 신경외과 동물병원,20170110,,0000,정상,,031-215-7474,366.6,16507,"경기도 수원시 영통구 센트럴타운로 107, 204동 2-06,2-07,2-08,2-09호 (이의동, 광교푸르지오월드마크,월드스퀘어)",경기도 수원시 영통구 이의동 1331 광교 푸르지오 월드마크 204동 ,16507,37.2915837894,127.0485551442,,204219.521658448    ,421105.173167299    ,동물병원,,000
수원시,수원종합동물병원,20170501,,0000,정상,,031-214-5527,157.59,16503,"경기도 수원시 영통구 중부대로 263, 2층 (원천동)",경기도 수원시 영통구 원천동 79-9 ,16503,37.2747584792,127.0448092930,,203902.8958118      ,419198.837761607    ,동물병원,0,000
수원시,이든동물병원,20090527,,0000,정상,,031-242-7501,29.3,16433,"경기도 수원시 팔달구 수성로244번길 25, 101호 (화서동, 화서위브하늘채)",경기도 수원시 팔달구 화서동 743 화서위브하늘채 101호,16433,37.2889768749,127.0009393355,,199979.853855754    ,420715.342385857    ,동물병원,,000
수원시,연두 동물병원,20021212,,0000,정상,,031-294-8277,36.4,16380,"경기도 수원시 권선구 서수원로577번길 341, 상가동 1층 B127호 (금곡동, 수원모아미래도센트럴타운1단지)",경기도 수원시 권선구 금곡동 1078 수원모아미래도센트럴타운1단지 상가동 B127호,16380,37.2755563649,126.9388092175,,194444.610154702    ,419297.191520557    ,동물병원,,000
수원시,하하 동물병원,20131030,,0000,정상,,031-292-1275,31.87,16405,"경기도 수원시 권선구 구운로85번길 12, 105층 (구운동)",경기도 수원시 권선구 구운동 921-11 ,16405,37.2815157604,126.9723923351,,197489.493799928    ,419955.212713443    ,동물병원,,000
수원시,영통동물병원,19990528,,0000,정상,,031-204-0075,34,16705,"경기도 수원시 영통구 청명남로4번길 6, 1층 (영통동)",경기도 수원시 영통구 영통동 1000-9 ,16705,37.2501676224,127.0736545242,,206463.933644227    ,416475.496031084    ,동물병원,,000
수원시,방실웃는 동물병원,20130906,,0000,정상,,031-212-1999,0,,경기도 수원시 영통구 인계로220번길 20 (매탄동),경기도 수원시 영통구 매탄동 923-32 ,16543,37.2641977830,127.0410834476,,203571.879462431    ,418028.538043375    ,동물병원,,000
